OPEN,CLOSE,HIGH,LOW,VALUE,VOLUME,BEGIN,END,SECID
641.9,634.1,641.9,629.0,378028702.0,597550,2016-07-05 00:00:00,2016-07-05 23:59:59,NVTK
629.7,632.0,637.7,627.0,349509568.0,553960,2016-07-06 00:00:00,2016-07-06 23:59:59,NVTK
634.5,640.0,650.7,634.5,578769754.0,899250,2016-07-07 00:00:00,2016-07-07 23:59:59,NVTK
638.5,638.5,642.5,629.2,797680384.0,1255980,2016-07-08 00:00:00,2016-07-08 23:59:59,NVTK
641.5,643.2,648.0,635.2,345392823.0,537570,2016-07-11 00:00:00,2016-07-11 23:59:59,NVTK
641.2,659.8,665.9,641.2,645137524.0,980480,2016-07-12 00:00:00,2016-07-12 23:59:59,NVTK
659.2,660.5,665.9,653.5,596272966.0,902690,2016-07-13 00:00:00,2016-07-13 23:59:59,NVTK
662.4,650.2,665.0,647.5,497695053.0,761060,2016-07-14 00:00:00,2016-07-14 23:59:59,NVTK
650.2,651.6,663.6,650.2,421590968.0,641880,2016-07-15 00:00:00,2016-07-15 23:59:59,NVTK
654.6,648.2,659.4,645.0,344100531.0,529710,2016-07-18 00:00:00,2016-07-18 23:59:59,NVTK
652.3,645.1,655.0,641.3,610737049.0,943750,2016-07-19 00:00:00,2016-07-19 23:59:59,NVTK
646.0,646.9,649.2,639.5,470149718.0,732180,2016-07-20 00:00:00,2016-07-20 23:59:59,NVTK
649.0,653.5,656.8,647.1,462112097.0,708030,2016-07-21 00:00:00,2016-07-21 23:59:59,NVTK
652.9,645.9,655.2,645.6,167282391.0,257970,2016-07-22 00:00:00,2016-07-22 23:59:59,NVTK
649.1,642.8,654.0,640.6,392953593.0,606960,2016-07-25 00:00:00,2016-07-25 23:59:59,NVTK
644.1,655.0,655.0,641.1,381655527.0,589750,2016-07-26 00:00:00,2016-07-26 23:59:59,NVTK
652.6,655.4,664.5,646.3,530134052.0,809170,2016-07-27 00:00:00,2016-07-27 23:59:59,NVTK
657.4,653.2,661.5,650.1,565647040.0,864200,2016-07-28 00:00:00,2016-07-28 23:59:59,NVTK
653.2,648.1,657.3,644.8,451788013.0,692960,2016-07-29 00:00:00,2016-07-29 23:59:59,NVTK
651.6,654.8,663.6,651.6,453307827.0,688140,2016-08-01 00:00:00,2016-08-01 23:59:59,NVTK
652.0,641.0,653.1,640.0,689580639.0,1071870,2016-08-02 00:00:00,2016-08-02 20:29:55,NVTK
640.0,645.0,646.0,640.0,288027799.0,448620,2016-08-03 00:00:00,2016-08-03 23:59:59,NVTK
648.8,652.4,658.5,647.4,700348036.0,1070470,2016-08-04 00:00:00,2016-08-04 20:30:00,NVTK
654.5,647.3,656.8,644.1,394329643.0,608430,2016-08-05 00:00:00,2016-08-05 23:59:59,NVTK
650.2,648.1,654.6,647.0,229483704.0,352670,2016-08-08 00:00:00,2016-08-08 23:59:59,NVTK
647.5,652.1,660.8,644.8,450664105.0,688090,2016-08-09 00:00:00,2016-08-09 23:59:59,NVTK
652.9,642.4,653.0,642.3,495297380.0,765120,2016-08-10 00:00:00,2016-08-10 23:59:59,NVTK
644.5,643.5,645.5,640.0,514343969.0,801780,2016-08-11 00:00:00,2016-08-11 23:59:59,NVTK
